"","X","Name","Location","Cuisine","Longitude","Latitude","Award","Explanation","Min_Price...","Max_Price...","Country"
"2320",2320,"L'Aromate","Nice","Modern Cuisine",7.269895,43.6992157,"1 MICHELIN Star","Very good cooking in its category",106.47,141.96,"France"
"2321",2321,"Le Moulin de l'Abbaye","Brantôme","Modern Cuisine",0.6463844,45.3632696,"1 MICHELIN Star","Very good cooking in its category",65.065,141.96,"France"
"2322",2322,"Les Plaisirs Gourmands","Schiltigheim","Modern Cuisine",7.7392451,48.6005976,"1 MICHELIN Star","Very good cooking in its category",47.32,108.836,"France"
"2323",2323,"L'Impertinent","Biarritz","Creative",-1.5503162,43.486366,"1 MICHELIN Star","Very good cooking in its category",108.836,132.496,"France"
"2324",2324,"Domaine d'Auriac","Carcassonne","Classic Cuisine",2.335866,43.1916639,"1 MICHELIN Star","Very good cooking in its category",59.15,165.62,"France"
"2325",2325,"Le Violon d'Ingres","Paris","Traditional Cuisine, Classic Cuisine",2.3017796,48.8582135,"1 MICHELIN Star","Very good cooking in its category",65.065,165.62,"France"
"2326",2326,"La Chapelle - Château Saint-Jean","Montluçon","Modern Cuisine",2.6049801,46.3233297,"1 MICHELIN Star","Very good cooking in its category",183.365,230.685,"France"
"2327",2327,"Thierry Schwartz - Le Restaurant","Obernai","Creative",7.4836556,48.4604951,"1 MICHELIN Star","Very good cooking in its category",69.797,183.365,"France"
"2328",2328,"Stéphane Tournié","Toulouse","Modern Cuisine",1.44401,43.60391,"1 MICHELIN Star","Very good cooking in its category",41.405,130.13,"France"
"2329",2329,"Le Pavillon des Boulevards","Bordeaux","Creative",-0.5926303,44.853277,"1 MICHELIN Star","Very good cooking in its category",53.235,165.62,"France"
"2330",2330,"Castel Marie-Louise","La Baule","Modern Cuisine",-2.4078932,47.2811387,"1 MICHELIN Star","Very good cooking in its category",89.908,147.875,"France"
"2331",2331,"L'Atelier du Peintre","Colmar","Creative, Modern Cuisine",7.3581438,48.0765551,"1 MICHELIN Star","Very good cooking in its category",46.137,130.13,"France"
"2332",2332,"La Grange de Belle-Église","Belle-Église","Classic Cuisine",2.2145117,49.1922098,"1 MICHELIN Star","Very good cooking in its category",31.941,197.561,"France"
"2333",2333,"La Marande","Montbellet","Modern Cuisine",4.872302,46.4644829,"1 MICHELIN Star","Very good cooking in its category",41.405,124.215,"France"
"2334",2334,"L'Or Q'idée","Pontoise","Modern Cuisine",2.0976083,49.0501575,"1 MICHELIN Star","Very good cooking in its category",85.176,98.189,"France"
"2335",2335,"L'Essentiel","Périgueux","Modern Cuisine",0.72254,45.1841,"1 MICHELIN Star","Very good cooking in its category",61.516,153.79,"France"
"2336",2336,"Apicius","Paris","Modern Cuisine",2.3072835,48.8732881,"1 MICHELIN Star","Very good cooking in its category",112.385,390.39,"France"
"2337",2337,"Côté Cuisine","Carnac","Modern Cuisine",-3.0786985,47.5797015,"1 MICHELIN Star","Very good cooking in its category",33.124,82.81,"France"
"2338",2338,"La Table du Boisniard","Chambretaud","Creative",-0.95931,46.92741,"1 MICHELIN Star","Very good cooking in its category",48.503,106.47,"France"
"2339",2339,"L'Écrin","Paris","Creative",2.3210689,48.8669902,"1 MICHELIN Star","Very good cooking in its category",207.025,869.505,"France"
"2340",2340,"Alain Llorca","La Colle-sur-Loup","Provençal",7.1089745,43.6952832,"1 MICHELIN Star","Very good cooking in its category",69.797,218.855,"France"
"2341",2341,"La Table de l'Ours","Val-d'Isère","Modern Cuisine",6.97513,45.447717,"1 MICHELIN Star","Very good cooking in its category",112.385,195.195,"France"
"2342",2342,"Saisons","Marseille","Modern Cuisine",5.3827724,43.2865397,"1 MICHELIN Star","Very good cooking in its category",40.222,112.385,"France"
"2343",2343,"La Bastide de Moustiers","Moustiers-Sainte-Marie","Provençal",6.2179,43.84058,"1 MICHELIN Star","Very good cooking in its category",82.81,115.934,"France"
"2344",2344,"La Vieille Fontaine","Avignon","Modern Cuisine",4.8032742,43.9503845,"1 MICHELIN Star","Very good cooking in its category",49.686,212.94,"France"
"2345",2345,"Baieta","Paris","Mediterranean Cuisine",2.3523102,48.8501648,"1 MICHELIN Star","Very good cooking in its category",61.516,124.215,"France"
"2346",2346,"Hostellerie Les Gorges de Pennafort","Callas","Traditional Cuisine",6.5426581,43.5869663,"1 MICHELIN Star","Very good cooking in its category",105.287,201.11,"France"
"2347",2347,"Le Prieuré","Villeneuve-lès-Avignon","Modern Cuisine",4.796364,43.96315,"1 MICHELIN Star","Very good cooking in its category",61.516,138.411,"France"
"2348",2348,"L'Amphitryon","Lorient","Creative",-3.400343,47.7658677,"1 MICHELIN Star","Very good cooking in its category",41.405,212.94,"France"
"2349",2349,"L'Opidom","Fondettes","Creative, Modern Cuisine",0.6442736,47.3924651,"1 MICHELIN Star","Very good cooking in its category",44.954,93.457,"France"
"2350",2350,"Le Bon Accueil","Malbuisson","Modern Cuisine",6.3031572,46.7971381,"1 MICHELIN Star","Very good cooking in its category",33.124,114.751,"France"
"2351",2351,"Le Faham by Kelly Rangama","Paris","Modern Cuisine",2.3117036,48.8857122,"1 MICHELIN Star","Very good cooking in its category",81.627,114.751,"France"
"2352",2352,"La Gouesnière - Maison Tirel-Guérin","La Gouesnière","Modern Cuisine",-1.9054771,48.6150771,"1 MICHELIN Star","Very good cooking in its category",53.235,147.875,"France"
"2353",2353,"Les Sources de Fontbelle","Angoulême","Creative",0.1428152,45.6289392,"1 MICHELIN Star","Very good cooking in its category",41.405,108.836,"France"
"2354",2354,"Pertinence","Paris","Modern Cuisine",2.3033772,48.8571707,"1 MICHELIN Star","Very good cooking in its category",65.065,224.77,"France"
"2355",2355,"Hedone","Toulouse","Creative",1.4616287,43.5964008,"1 MICHELIN Star","Very good cooking in its category",80.444,130.13,"France"
"2356",2356,"La Robe","Montaigu","Modern Cuisine",-1.31311,46.97566,"1 MICHELIN Star","Very good cooking in its category",28.392,94.64,"France"
"2357",2357,"Château de Mazan","Mazan","Modern Cuisine",5.1271665,44.0561349,"1 MICHELIN Star","Very good cooking in its category",49.686,112.385,"France"
"2358",2358,"Leclere","Montpellier","Modern Cuisine",3.87402,43.60943,"1 MICHELIN Star","Very good cooking in its category",53.235,70.98,"France"
"2359",2359,"Les Voiles d'Or","Dieppe","Modern Cuisine, Seafood",1.0893245,49.9320971,"1 MICHELIN Star","Very good cooking in its category",42.588,100.555,"France"
"2360",2360,"L'Orée de la Forêt","Étouy","Modern Cuisine",2.36804,49.41545,"1 MICHELIN Star","Very good cooking in its category",76.895,147.875,"France"
"2361",2361,"L'Étang du Moulin","Bonnétage","Modern Cuisine",6.7218159,47.1975196,"1 MICHELIN Star","Very good cooking in its category",94.64,177.45,"France"
"2362",2362,"Louis","Paris","Modern Cuisine",2.3386653,48.8750836,"1 MICHELIN Star","Very good cooking in its category",49.686,130.13,"France"
"2363",2363,"Chez Michèle","Languimberg","Modern Cuisine",6.8589293,48.7459594,"1 MICHELIN Star","Very good cooking in its category",31.941,177.45,"France"
"2364",2364,"Restaurant de Tourrel","Saint-Rémy-de-Provence","Modern Cuisine",4.8307716,43.7891048,"1 MICHELIN Star","Very good cooking in its category",115.934,177.45,"France"
"2365",2365,"La Renaissance","Argentan","Modern Cuisine",-0.0285254,48.7391758,"1 MICHELIN Star","Very good cooking in its category",44.954,124.215,"France"
"2366",2366,"La Sommelière","Lyon","Modern Cuisine",4.8261445,45.759793,"1 MICHELIN Star","Very good cooking in its category",97.006,97.006,"France"
"2367",2367,"Les Trois Rochers","Combrit","Modern Cuisine",-4.1191145,47.8734453,"1 MICHELIN Star","Very good cooking in its category",65.065,136.045,"France"
"2368",2368,"Hostellerie de la Pointe St-Mathieu","Plougonvelin","Modern Cuisine",-4.7706307,48.3309222,"1 MICHELIN Star","Very good cooking in its category",57.967,124.215,"France"
"2369",2369,"Le P'tit Polyte","Les Deux-Alpes","Modern Cuisine",6.1209222,45.0037003,"1 MICHELIN Star","Very good cooking in its category",93.457,136.045,"France"
"2370",2370,"Sola","Paris","Modern Cuisine",2.3483585,48.8515799,"1 MICHELIN Star","Very good cooking in its category",100.555,141.96,"France"
"2371",2371,"Elsa","Monaco","Mediterranean Cuisine",7.4443181,43.7506541,"1 MICHELIN Star","Very good cooking in its category",92.274,186.914,"France"
"2372",2372,"Aux Terrasses","Tournus","Modern Cuisine",4.9145183,46.5587965,"1 MICHELIN Star","Very good cooking in its category",41.405,130.13,"France"
"2373",2373,"La Scène Thélème","Paris","Modern Cuisine",2.2949918,48.8764542,"1 MICHELIN Star","Very good cooking in its category",66.248,156.156,"France"
"2374",2374,"L'Arnsbourg","Baerenthal","Modern Cuisine",7.5393465,48.9550539,"1 MICHELIN Star","Very good cooking in its category",57.967,164.437,"France"
"2375",2375,"Les Pêcheurs","Antibes","Mediterranean Cuisine",7.1185726,43.5614989,"1 MICHELIN Star","Very good cooking in its category",153.79,183.365,"France"
"2376",2376,"Auberge St-Walfrid","Sarreguemines","Traditional Cuisine",7.0453955,49.1147388,"1 MICHELIN Star","Very good cooking in its category",104.104,160.888,"France"
"2377",2377,"Le Champ des Lunes","Lauris","Modern Cuisine",5.301734,43.762672,"1 MICHELIN Star","Very good cooking in its category",104.104,171.535,"France"
"2378",2378,"Le Foch","Reims","Modern Cuisine",4.0270486,49.2582417,"1 MICHELIN Star","Very good cooking in its category",43.771,147.875,"France"
"2379",2379,"Auberge du Cep","Fleurie","Modern Cuisine",4.6970687,46.1922138,"1 MICHELIN Star","Very good cooking in its category",30.758,99.372,"France"
"2380",2380,"Les Terraillers","Biot","Creative",7.092956,43.6279589,"1 MICHELIN Star","Very good cooking in its category",93.457,198.744,"France"
"2381",2381,"Le Sérac","Saint-Gervais-les-Bains","Modern Cuisine",6.711864,45.8919526,"1 MICHELIN Star","Very good cooking in its category",65.065,80.444,"France"
"2382",2382,"Les Bories","Gordes","Modern Cuisine",5.1933126,43.9221844,"1 MICHELIN Star","Very good cooking in its category",113.568,113.568,"France"
"2383",2383,"La Réserve Rimbaud","Montpellier","Modern Cuisine",3.8930311,43.6171176,"1 MICHELIN Star","Very good cooking in its category",47.32,130.13,"France"
"2384",2384,"Girardin - Gastronomique","Colmar","Modern Cuisine, Creative",7.3554652,48.0786834,"1 MICHELIN Star","Very good cooking in its category",141.96,183.365,"France"
"2385",2385,"Le Raisin","Pont-de-Vaux","Modern Cuisine",4.93919,46.43432,"1 MICHELIN Star","Very good cooking in its category",42.588,112.385,"France"
"2386",2386,"Alcyone","Marseille","Mediterranean Cuisine",5.369905,43.29808,"1 MICHELIN Star","Very good cooking in its category",117.117,164.437,"France"
"2387",2387,"Oxte","Paris","Mexican",2.2956526,48.8757794,"1 MICHELIN Star","Very good cooking in its category",65.065,112.385,"France"
"2388",2388,"La Mare aux Oiseaux","Saint-Joachim","Creative",-2.2140297,47.3729206,"1 MICHELIN Star","Very good cooking in its category",73.346,141.96,"France"
"2389",2389,"Maison Chabran - La Grande Table","Pont-de-l'Isère","Classic Cuisine",4.8710209,45.0040651,"1 MICHELIN Star","Very good cooking in its category",112.385,176.267,"France"
"2390",2390,"Vieux Pont","Belcastel","Modern Cuisine",2.33588,44.3881,"1 MICHELIN Star","Very good cooking in its category",73.346,115.934,"France"
"2391",2391,"Accents Table Bourse","Paris","Modern Cuisine",2.3404253,48.8699134,"1 MICHELIN Star","Very good cooking in its category",61.516,147.875,"France"
"2392",2392,"Lasserre","Paris","Classic Cuisine",2.3099647,48.8663787,"1 MICHELIN Star","Very good cooking in its category",171.535,321.776,"France"
"2393",2393,"La Rotonde des Trésoms","Annecy","Modern Cuisine",6.1356717,45.8899488,"1 MICHELIN Star","Very good cooking in its category",81.627,164.437,"France"
"2394",2394,"La Flibuste","Villeneuve-Loubet","Modern Cuisine",7.1367775,43.6346532,"1 MICHELIN Star","Very good cooking in its category",88.725,195.195,"France"
"2395",2395,"Prairial","Lyon","Modern Cuisine",4.8324435,45.7649055,"1 MICHELIN Star","Very good cooking in its category",75.712,115.934,"France"
"2396",2396,"Sushi B","Paris","Japanese",2.3376315,48.867715,"1 MICHELIN Star","Very good cooking in its category",92.274,224.77,"France"
"2397",2397,"La Table de La Butte","Plouider","Modern Cuisine",-4.2986479,48.6110535,"1 MICHELIN Star","Very good cooking in its category",93.457,195.195,"France"
"2398",2398,"Le Moulin de la Gorce","La Roche-l'Abeille","Classic Cuisine",1.2493155,45.5818459,"1 MICHELIN Star","Very good cooking in its category",112.385,136.045,"France"
"2399",2399,"Auberge du Pont","Pont-du-Château","Modern Cuisine",3.2584394,45.79738,"1 MICHELIN Star","Very good cooking in its category",39.039,189.28,"France"
"2400",2400,"Septime","Paris","Modern Cuisine",2.3806905,48.8536287,"1 MICHELIN Star","Very good cooking in its category",76.895,130.13,"France"
"2401",2401,"Le Chiberta","Paris","Modern Cuisine",2.2978116,48.8735298,"1 MICHELIN Star","Very good cooking in its category",141.96,260.26,"France"
"2402",2402,"Les Berceaux","Epernay","Classic Cuisine",3.9549725,49.0426612,"1 MICHELIN Star","Very good cooking in its category",60.333,115.934,"France"
"2403",2403,"Anne","Paris","Contemporary",2.3659006,48.8561771,"1 MICHELIN Star","Very good cooking in its category",46.137,177.45,"France"
"2404",2404,"L'Atlantide 1874 - Maison Guého","Nantes","Modern Cuisine",-1.5777426,47.2012378,"1 MICHELIN Star","Very good cooking in its category",53.235,153.79,"France"
"2405",2405,"Jérôme Nutile","Nîmes","Modern Cuisine",4.3710137,43.820828,"1 MICHELIN Star","Very good cooking in its category",61.516,224.77,"France"
"2406",2406,"Le Bénaton","Beaune","Creative",4.8323645,47.0211819,"1 MICHELIN Star","Very good cooking in its category",41.405,166.803,"France"
"2407",2407,"Le Jardin Secret","La Wantzenau","Modern Cuisine",7.8251983,48.6647434,"1 MICHELIN Star","Very good cooking in its category",44.954,94.64,"France"
"2408",2408,"La Ville Blanche","Lannion","Modern Cuisine",-3.4015106,48.7433193,"1 MICHELIN Star","Very good cooking in its category",65.065,115.934,"France"
"2409",2409,"Qui Plume la Lune","Paris","Modern Cuisine",2.3683449,48.8590909,"1 MICHELIN Star","Very good cooking in its category",70.98,141.96,"France"
"2410",2410,"Maison Tiegezh","Guer","Modern Cuisine",-2.1235452,47.9056281,"1 MICHELIN Star","Very good cooking in its category",46.137,110.019,"France"
"2411",2411,"MoSuke","Paris","Modern Cuisine",2.3225579,48.8364014,"1 MICHELIN Star","Very good cooking in its category",65.065,130.13,"France"
"2412",2412,"Les Loges","Lyon","Modern Cuisine",4.8274228,45.7633598,"1 MICHELIN Star","Very good cooking in its category",136.045,159.705,"France"
"2413",2413,"Le Mascaret","Blainville-sur-Mer","Modern Cuisine",-1.583558,49.0671674,"1 MICHELIN Star","Very good cooking in its category",30.758,125.398,"France"
"2414",2414,"L'Odas","Rouen","Creative",1.094415,49.4410412,"1 MICHELIN Star","Very good cooking in its category",46.137,153.79,"France"
"2415",2415,"Moulin de la Tardoire","Montbron","Modern Cuisine",0.51396,45.67682,"1 MICHELIN Star","Very good cooking in its category",30.758,81.627,"France"
"2416",2416,"Le Fanal","Banyuls-sur-Mer","Modern Cuisine",3.1356336,42.4799784,"1 MICHELIN Star","Very good cooking in its category",44.954,130.13,"France"
"2417",2417,"Les Fresques - Château des Vigiers","Monestier","Modern Cuisine",0.2874804,44.791468,"1 MICHELIN Star","Very good cooking in its category",65.065,141.96,"France"
"2418",2418,"Comice","Paris","Modern Cuisine",2.27609,48.8497,"1 MICHELIN Star","Very good cooking in its category",123.032,130.13,"France"
"2419",2419,"La Petite Maison de Cucuron","Cucuron","Classic Cuisine",5.4387208,43.773919,"1 MICHELIN Star","Very good cooking in its category",76.895,112.385,"France"
"2420",2420,"Assa","Blois","Creative, Modern Cuisine",1.307985,47.570132,"1 MICHELIN Star","Very good cooking in its category",75.712,137.228,"France"
"2421",2421,"L'Or Bleu","Théoule-sur-Mer","Modern Cuisine, Mediterranean Cuisine",6.9453085,43.4853664,"1 MICHELIN Star","Very good cooking in its category",112.385,176.267,"France"
"2422",2422,"Au 14 Février","Lyon","Creative",4.8263815,45.7622206,"1 MICHELIN Star","Very good cooking in its category",115.934,115.934,"France"
"2423",2423,"Likoké","Les Vans","Creative",4.1334071,44.4038467,"1 MICHELIN Star","Very good cooking in its category",63.882,183.365,"France"
"2424",2424,"LuluRouget","Nantes","Modern Cuisine",-1.5618489,47.2049953,"1 MICHELIN Star","Very good cooking in its category",53.235,124.215,"France"
"2425",2425,"Auberge des Templiers","Boismorand","Modern Cuisine, Creative",2.7394904,47.80058,"1 MICHELIN Star","Very good cooking in its category",69.797,189.28,"France"
"2426",2426,"Les Ducs de Lorraine","Epinal","Modern Cuisine",6.4495774,48.1682428,"1 MICHELIN Star","Very good cooking in its category",59.15,224.77,"France"
"2427",2427,"Étude","Paris","Modern Cuisine",2.29091,48.86591,"1 MICHELIN Star","Very good cooking in its category",53.235,177.45,"France"
"2428",2428,"Le Refuge des Gourmets","Machilly","Modern Cuisine",6.3282703,46.2482745,"1 MICHELIN Star","Very good cooking in its category",88.725,130.13,"France"
"2429",2429,"Le Grand Cerf","Montchenot","Classic Cuisine",4.0111661,49.1618209,"1 MICHELIN Star","Very good cooking in its category",46.137,189.28,"France"
"2430",2430,"Le Rigmarole","Paris","Modern Cuisine, Asian Contemporary",2.3691903,48.8649819,"1 MICHELIN Star","Very good cooking in its category",93.457,93.457,"France"
"2431",2431,"Mickaël Féval","Aix-en-Provence","Modern Cuisine",5.4513227,43.5277941,"1 MICHELIN Star","Very good cooking in its category",62.699,130.13,"France"
"2432",2432,"Auberge La Fenière","Cadenet","Creative",5.3637363,43.7489261,"1 MICHELIN Star","Very good cooking in its category",141.96,189.28,"France"
"2433",2433,"Le Figuier de Saint-Esprit","Antibes","Provençal",7.1284844,43.5818083,"1 MICHELIN Star","Very good cooking in its category",65.065,236.6,"France"
"2434",2434,"Baumanière 1850","Courchevel","Modern Cuisine",6.6380783,45.4102934,"1 MICHELIN Star","Very good cooking in its category",230.685,289.835,"France"
"2435",2435,"Aux Pesked","Saint-Brieuc","Seafood, Modern Cuisine",-2.7631546,48.522241,"1 MICHELIN Star","Very good cooking in its category",68.614,124.215,"France"
"2436",2436,"Le Cerf","Marlenheim","Modern Cuisine",7.4940282,48.6208412,"1 MICHELIN Star","Very good cooking in its category",60.333,140.777,"France"
"2437",2437,"Grand Hôtel du Lion d'Or","Romorantin-Lanthenay","Modern Cuisine",1.7438252,47.3602993,"1 MICHELIN Star","Very good cooking in its category",75.712,201.11,"France"
"2438",2438,"Allium","Quimper","Creative",-4.09825,47.97616,"1 MICHELIN Star","Very good cooking in its category",40.222,139.594,"France"
"2439",2439,"Les Funambules","Strasbourg","Modern Cuisine",7.7678399,48.5869079,"1 MICHELIN Star","Very good cooking in its category",40.222,88.725,"France"
"2440",2440,"Jin","Paris","Japanese",2.33184,48.86533,"1 MICHELIN Star","Very good cooking in its category",201.11,591.5,"France"
"2441",2441,"Les Apothicaires","Lyon","Creative",4.8455168,45.7681272,"1 MICHELIN Star","Very good cooking in its category",50.869,113.568,"France"
"2442",2442,"Au 14 Février","Saint-Valentin","Modern Cuisine",1.8650344,46.9516902,"1 MICHELIN Star","Very good cooking in its category",88.725,115.934,"France"
"2443",2443,"Le M","Brest","Modern Cuisine",-4.4908186,48.4043118,"1 MICHELIN Star","Very good cooking in its category",61.516,141.96,"France"
"2444",2444,"L'Ostal","Clermont-Ferrand","Modern Cuisine",3.0879692,45.7810567,"1 MICHELIN Star","Very good cooking in its category",41.405,115.934,"France"
"2445",2445,"L'Almandin","Saint-Cyprien","Modern Cuisine",3.03622,42.60972,"1 MICHELIN Star","Very good cooking in its category",57.967,147.875,"France"
"2446",2446,"La Marine","Barneville-Carteret","Modern Cuisine",-1.7861,49.37736,"1 MICHELIN Star","Very good cooking in its category",66.248,153.79,"France"
"2447",2447,"Pont de l'Ouysse","Lacave","Modern Cuisine, Classic Cuisine",1.5502327,44.8442311,"1 MICHELIN Star","Very good cooking in its category",53.235,160.888,"France"
"2448",2448,"Au Gourmet","Drusenheim","Modern Cuisine",7.9475461,48.751779,"1 MICHELIN Star","Very good cooking in its category",34.307,97.006,"France"
"2449",2449,"1912 - Les Cures Marines","Trouville-sur-Mer","Modern Cuisine",0.0776574,49.3662411,"1 MICHELIN Star","Very good cooking in its category",100.555,171.535,"France"
"2450",2450,"Marcore","Paris","Modern Cuisine",2.3411149,48.8700298,"1 MICHELIN Star","Very good cooking in its category",112.385,141.96,"France"
"2451",2451,"Château de Courban","Courban","Modern Cuisine",4.7375618,47.9194802,"1 MICHELIN Star","Very good cooking in its category",81.627,152.607,"France"
"2452",2452,"Benoit","Paris","Classic Cuisine",2.3500033,48.8584846,"1 MICHELIN Star","Very good cooking in its category",46.137,134.862,"France"
"2453",2453,"L'Arôme","Paris","Modern Cuisine",2.3089154,48.8732722,"1 MICHELIN Star","Very good cooking in its category",76.895,218.855,"France"
"2454",2454,"L'Esquisse","Annecy","Modern Cuisine",6.12235,45.89973,"1 MICHELIN Star","Very good cooking in its category",65.065,106.47,"France"
"2455",2455,"Le Pavé d'Auge","Beuvron-en-Auge","Classic Cuisine",-0.0459197,49.188103,"1 MICHELIN Star","Very good cooking in its category",53.235,99.372,"France"
"2456",2456,"La Magdeleine - Mathias Dandine","Gémenos","Mediterranean Cuisine",5.6235191,43.297618,"1 MICHELIN Star","Very good cooking in its category",88.725,201.11,"France"
"2457",2457,"Shang Palace","Paris","Chinese",2.2937412,48.8643012,"1 MICHELIN Star","Very good cooking in its category",92.274,177.45,"France"
"2458",2458,"Val d'Auge","Bondues","Modern Cuisine",3.0944903,50.7003027,"1 MICHELIN Star","Very good cooking in its category",53.235,134.862,"France"
"2459",2459,"Le Petit Hôtel du Grand Large","St-Pierre-Quiberon","Seafood",-3.1461614,47.5300602,"1 MICHELIN Star","Very good cooking in its category",70.98,118.3,"France"
"2460",2460,"L'Atelier de Joël Robuchon - Étoile","Paris","Creative",2.2973168,48.8728404,"1 MICHELIN Star","Very good cooking in its category",57.967,272.09,"France"
"2461",2461,"Le Kaïku","Saint-Jean-de-Luz","Modern Cuisine",-1.6644341,43.3887002,"1 MICHELIN Star","Very good cooking in its category",53.235,106.47,"France"
"2462",2462,"La Dune du Château de Sable","Porspoder","Modern Cuisine",-4.7628871,48.5167139,"1 MICHELIN Star","Very good cooking in its category",53.235,199.927,"France"
"2463",2463,"Le Verbois","Chantilly","Modern Cuisine",2.4667838,49.2216723,"1 MICHELIN Star","Very good cooking in its category",88.725,189.28,"France"
"2464",2464,"Pavyllon","Paris","Modern Cuisine",2.315754,48.8660193,"1 MICHELIN Star","Very good cooking in its category",80.444,278.005,"France"
"2465",2465,"La Table des Blot - Auberge du Château","Dampierre-en-Yvelines","Modern Cuisine",1.9876552,48.7061901,"1 MICHELIN Star","Very good cooking in its category",88.725,100.555,"France"
"2466",2466,"Gaya par Pierre Gagnaire","Paris","Modern Cuisine, Seafood",2.324072,48.8565083,"1 MICHELIN Star","Very good cooking in its category",68.614,130.13,"France"
"2467",2467,"L'Atelier de Joël Robuchon - St-Germain","Paris","Creative, Modern Cuisine",2.3278568,48.85681,"1 MICHELIN Star","Very good cooking in its category",189.28,207.025,"France"
"2468",2468,"Pilgrim","Paris","Modern Cuisine",2.313917,48.8425254,"1 MICHELIN Star","Very good cooking in its category",53.235,177.45,"France"
"2469",2469,"Azimut","Courchevel","Modern Cuisine, Traditional Cuisine",6.62345,45.43329,"1 MICHELIN Star","Very good cooking in its category",53.235,127.764,"France"
"2470",2470,"La Table de la Bergerie","Le Champ-sur-Layon","Modern Cuisine",-0.59238,47.26803,"1 MICHELIN Star","Very good cooking in its category",35.49,94.64,"France"
"2471",2471,"Julien Binz","Ammerschwihr","Modern Cuisine",7.2828891,48.125491,"1 MICHELIN Star","Very good cooking in its category",85.176,124.215,"France"
"2472",2472,"Le Royal","Champillon","Modern Cuisine",3.9767776,49.0912374,"1 MICHELIN Star","Very good cooking in its category",165.62,331.24,"France"
"2473",2473,"Agapé","Paris","Modern Cuisine",2.3070328,48.885054,"1 MICHELIN Star","Very good cooking in its category",63.882,230.685,"France"
"2474",2474,"L'Émulsion","Saint-Alban-de-Roche","Modern Cuisine",5.2312885,45.598532,"1 MICHELIN Star","Very good cooking in its category",76.895,106.47,"France"
"2475",2475,"Le Saint-James","Bouliac","Modern Cuisine",-0.5038692,44.8142793,"1 MICHELIN Star","Very good cooking in its category",69.797,201.11,"France"
"2476",2476,"Miraflores","Lyon","Peruvian",4.8588247,45.7682684,"1 MICHELIN Star","Very good cooking in its category",177.45,177.45,"France"
"2477",2477,"Skab","Nîmes","Modern Cuisine",4.35921,43.833187,"1 MICHELIN Star","Very good cooking in its category",59.15,175.084,"France"
"2478",2478,"Ithurria","Ainhoa","Modern Cuisine, Classic Cuisine",-1.49912,43.30768,"1 MICHELIN Star","Very good cooking in its category",57.967,111.202,"France"
"2479",2479,"Auberge St-Laurent","Sierentz","Modern Cuisine, Traditional Cuisine",7.4539991,47.6540637,"1 MICHELIN Star","Very good cooking in its category",41.405,112.385,"France"
"2480",2480,"L'Archeste","Paris","Creative",2.2782878,48.8617373,"1 MICHELIN Star","Very good cooking in its category",70.98,224.77,"France"
"2481",2481,"Signature","Marseille","Modern Cuisine",5.3944545,43.2764287,"1 MICHELIN Star","Very good cooking in its category",37.856,130.13,"France"
"2482",2482,"114, Faubourg","Paris","Modern Cuisine",2.3142125,48.8717748,"1 MICHELIN Star","Very good cooking in its category",153.79,177.45,"France"
"2483",2483,"Auberge de l'Abbaye","Ambronay","Modern Cuisine",5.3606423,46.0073829,"1 MICHELIN Star","Very good cooking in its category",82.81,124.215,"France"
"2484",2484,"Le Vivier","L'Isle-sur-la-Sorgue","Modern Cuisine",5.0633622,43.9257707,"1 MICHELIN Star","Very good cooking in its category",42.588,141.96,"France"
"2485",2485,"La Table de Nans","La Ciotat","Mediterranean Cuisine",5.6666678,43.1828371,"1 MICHELIN Star","Very good cooking in its category",100.555,141.96,"France"
"2486",2486,"L'Oiseau Blanc","Paris","Modern Cuisine",2.29328,48.87099,"1 MICHELIN Star","Very good cooking in its category",112.385,266.175,"France"
"2487",2487,"Le Hittau","Saint-Vincent-de-Tyrosse","Modern Cuisine",-1.2963393,43.6616803,"1 MICHELIN Star","Very good cooking in its category",42.588,108.836,"France"
"2488",2488,"La Tour des Vents","Monbazillac","Modern Cuisine",0.4609734,44.7969051,"1 MICHELIN Star","Very good cooking in its category",63.882,114.751,"France"
"2489",2489,"Le Prieuré","Ambierle","Modern Cuisine",3.8962151,46.1040493,"1 MICHELIN Star","Very good cooking in its category",57.967,117.117,"France"
"2490",2490,"La Table d'Hôtes - Le Quatrième Mur","Bordeaux","Creative",-0.57423,44.84258,"1 MICHELIN Star","Very good cooking in its category",201.11,201.11,"France"
"2491",2491,"Pantagruel","Paris","Modern Cuisine",2.3464362,48.8700016,"1 MICHELIN Star","Very good cooking in its category",53.235,100.555,"France"
"2492",2492,"Ed.Em","Chassagne-Montrachet","Modern Cuisine",4.7307466,46.9384965,"1 MICHELIN Star","Very good cooking in its category",47.32,106.47,"France"
"2493",2493,"Ochre","Rueil-Malmaison","Modern Cuisine",2.1830535,48.8778387,"1 MICHELIN Star","Very good cooking in its category",65.065,136.045,"France"
"2494",2494,"La Table de Patrick Raingeard","Èze-Bord-de-Mer","Creative",7.3729219,43.7185999,"1 MICHELIN Star","Very good cooking in its category",153.79,224.77,"France"
"2495",2495,"La Table de Xavier Mathieu","Joucas","Creative",5.255869,43.9291394,"1 MICHELIN Star","Very good cooking in its category",153.79,272.09,"France"
"2496",2496,"Les Climats","Paris","Modern Cuisine",2.3284882,48.8588491,"1 MICHELIN Star","Very good cooking in its category",57.967,165.62,"France"
